compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Cr1.5Re1.5N2,148.5,13.5,0.14,50,0.59,,1.150273799,15.52869628,9.562940589,,,,,1.44842E-06,1.01
Co1.5Hf1.5N2,148.5,13.5,0.14,50,0.59,,1.150273799,15.52869628,9.562940589,,,,,1.45203E-06,0.94
Fe1.5Ta1.5N2,148.5,13.5,0.14,50,0.59,,1.150273799,15.52869628,9.562940589,,,,,1.45203E-06,1.1
Mn1.5W1.5N2,148.5,13.5,0.14,50,0.59,,1.150273799,15.52869628,9.562940589,,,,,1.45203E-06,0.94
Cr1.5Cd1.5N2,108,21,0.14,50,0.59,,1.150273799,24.15574978,4.470985211,,,,,1.45203E-06,1.29
Co1.5Cd1.5N2,112.5,25.5,0.14,50,0.59,,1.150273799,29.33198187,3.83540398,,,,,1.47047E-06,0.68
Co1.5Ce1.5N2,127.5,12,0.14,50,0.6,,1.150273799,13.80328559,9.236931251,,,,,1.47047E-06,0.68
Co1.5La1.5N2,126,12,0.14,50,0.6,,1.150273799,13.80328559,9.128261472,,,,,1.47047E-06,0.94
Fe0.6Hf2.4N2,188.4,8.4,0.14,50,0.6,,1.150273799,9.66229991,19.49846328,,,,,1.47047E-06,0.94
Cr0.6Hf2.4N2,187.2,7.2,0.14,50,0.6,,1.150273799,8.281971352,22.60331412,,,,,1.47047E-06,1.01
Mn0.3W2.7N2,207.3,12.3,0.14,50,0.6,,1.150273799,14.14836773,14.65186685,,,,,1.47047E-06,1.15
Mn0.6W2.4N2,192.6,12.6,0.14,50,0.6,,1.150273799,14.49344987,13.2887616,,,,,1.47047E-06,1.16
Mo3N2,126,15,0.14,50,0.6,,1.150273799,17.25410698,7.302609177,,,,,1.47047E-06,1.24
Mn0.6Re2.4N2,195,15,0.14,50,0.61,,1.150273799,17.25410698,11.30165706,,,,,1.49352E-06,0.73
Ni0.6Ta2.4N2,192,12,0.14,50,0.61,,1.150273799,13.80328559,13.90973177,,,,,1.49352E-06,1.11
Fe0.6W2.4N2,193.2,13.2,0.14,50,0.61,,1.150273799,15.18361414,12.72424326,,,,,1.49352E-06,0.73
Fe1.5W1.5N2,150,15,0.14,50,0.61,,1.150273799,17.25410698,8.693582354,,,,,1.49352E-06,1.16
Cr1.5Ta1.5N2,145.5,10.5,0.14,50,0.61,,1.150273799,12.07787489,12.04682126,,,,,1.50328E-06,1.14
Co1.5Ta1.5N2,150,15,0.14,50,0.61,,1.150273799,17.25410698,8.693582354,,,,,1.50328E-06,0.94
Ni1.5Cd1.5N2,114,27,0.14,50,0.61,,1.150273799,31.05739257,3.670623661,,,,,1.50328E-06,0.94
Mn1.5Ag1.5N2,108,22.5,0.14,50,0.61,,1.150273799,25.88116047,4.17291953,,,,,1.50328E-06,1.32
Fe1.5Ag1.5N2,109.5,24,0.14,50,0.61,,1.150273799,27.60657117,3.966446949,,,,,1.53012E-06,0.83
Fe0.3W2.7N2,207.6,12.6,0.14,50,0.61,,1.150273799,14.49344987,14.32371188,,,,,1.53012E-06,1.01
Cr1.5W1.5N2,147,12,0.14,50,0.62,,1.150273799,13.80328559,10.64963838,,,,,1.53012E-06,0.94
Cr1.5La1.5N2,121.5,7.5,0.14,50,0.62,,1.150273799,8.627053491,14.08360341,,,,,1.53012E-06,1.23
Cr1.5Ce1.5N2,123,7.5,0.14,50,0.62,,1.150273799,8.627053491,14.25747506,,,,,1.56871E-06,0.94
MoN,42,5,0.07,50,0.62,,1.072508181,5.362540906,7.832108087,,,,,1.56871E-06,0.94
Ni0.2Mo0.8N,39.2,5.6,0.07,50,0.62,,1.072508181,6.006045815,6.526756739,,,,,1.56871E-06,1.16
Co1.5Nb1.5N2,102,16.5,0.14,50,0.63,,1.150273799,18.97951768,5.374214546,,,,,1.56871E-06,1.16
Ni0.3Mo2.7N2,121.8,15.9,0.14,50,0.63,,1.150273799,18.2893534,6.659612143,,,,,1.59723E-06,1.13
Co0.6Y2.4N2,109.8,6.6,0.14,50,0.64,,1.150273799,7.591807072,14.46295973,,,,,1.59723E-06,1.38
Mn1.5Mo1.5N2,100.5,15,0.14,50,0.65,,1.150273799,17.25410698,5.824700177,,,,,1.59723E-06,0.68
Fe1.5Y1.5N2,97.5,10.5,0.14,50,0.65,,1.150273799,12.07787489,8.072612186,,,,,1.59723E-06,0.73
Cd2N,96,20,0.07,50,0.65,,1.072508181,21.45016363,4.475490336,,,,,1.59723E-06,0.94
Mn0.3Mo2.7N2,120.9,15,0.14,50,0.66,,1.150273799,17.25410698,7.007027377,,,,,1.59723E-06,0.94
Fe0.3Mo2.7N2,121.2,15.3,0.14,50,0.66,,1.150273799,17.59918912,6.886680924,,,,,1.59723E-06,1.12
Mn0.6Nb2.4N2,113.4,12.6,0.14,50,0.67,,1.150273799,14.49344987,7.824224119,,,,,1.59723E-06,1.18
Co1.5Y1.5N2,99,12,0.14,50,0.67,,1.150273799,13.80328559,7.172205442,,,,,1.61168E-06,1.2
Fe1.5Nb1.5N2,100.5,15,0.14,50,0.67,,1.150273799,17.25410698,5.824700177,,,,,1.61168E-06,1.38
Cr1.5Mo1.5N2,99,13.5,0.14,50,0.67,,1.150273799,15.52869628,6.375293726,,,,,1.61168E-06,0.94
Cr0.6Mo2.4N2,115.2,14.4,0.14,50,0.67,,1.150273799,16.5639427,6.954865883,,,,,1.61168E-06,0.94
Mn0.6Mo2.4N2,115.8,15,0.14,50,0.67,,1.150273799,17.25410698,6.711445577,,,,,1.62649E-06,0.94
Co0.3Os2.7N2,213.3,18.3,0.14,50,0.67,,1.150273799,21.05001052,10.13301156,,,,,1.62649E-06,0.94
Mn0.3Pt2.7N2,218.1,25.8,0.14,50,0.67,,1.150273799,29.67706401,7.349109734,,,,,1.62649E-06,0.94
Cr0.3Os2.7N2,212.4,17.4,0.14,50,0.67,,1.150273799,20.0147641,10.61216605,,,,,1.62649E-06,1.19
Ni0.3Os2.7N2,213.6,18.6,0.14,50,0.67,,1.150273799,21.39509266,9.9835978,,,,,1.62649E-06,1.29
Fe0.3Pt2.7N2,218.4,26.1,0.14,50,0.67,,1.150273799,30.02214615,7.274629832,,,,,1.62649E-06,1.38
Fe0.6Os2.4N2,198,18,0.14,50,0.67,,1.150273799,20.70492838,9.562940589,,,,,1.62649E-06,1.38
