compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Cr0.1Ni0.9S2,27.6,7.6,4.14,50,1.27,,62.80282145,477.301443,0.057825092,,,,,3.004380086,1.08
Cr0.1Ni0.9O4,27.6,7.6,5.84,50,1.27,,343.7793407,2612.722989,0.010563692,,,,,3.004380086,1.17
Cr0.1Ni0.9O3,27.6,7.6,4.38,50,1.27,,79.83803341,606.7690539,0.045486829,,,,,3.019071571,1.15
Cr0.1Ni0.9O7,27.6,7.6,10.22,50,1.27,,27446.66648,208594.6653,0.000132314,,,,,3.042753824,0.9
Cr0.1Ni0.9O8,27.6,7.6,11.68,50,1.27,,118184.2351,898200.1865,3.07281E-05,,,,,3.042753824,1.16
Cr0.1Ni0.9O6,27.6,7.6,8.76,50,1.27,,6374.111578,48443.24799,0.000569739,,,,,3.051470683,0.95
Cr0.1Ni0.9O9,27.6,7.6,13.14,50,1.27,,508896.5331,3867613.651,7.13618E-06,,,,,3.051470683,1.09
Cr0.1Ni0.9O5,27.6,7.6,7.3,50,1.27,,1480.299928,11250.27945,0.002453272,,,,,3.07026516,1.16
FeO8,26,6,11.68,50,1.27,,118184.2351,709105.4104,3.66659E-05,,,,,3.071414936,1.04
FeO9,26,6,13.14,50,1.27,,508896.5331,3053379.199,8.51516E-06,,,,,3.071414936,1.04
FeO10,26,6,14.6,50,1.27,,2191287.876,13147727.25,1.97753E-06,,,,,3.074220176,1.09
Co0.1Fe0.9O6,26.1,6.1,8.76,50,1.27,,6374.111578,38882.08063,0.00067126,,,,,3.080417003,1.14
Co0.1Fe0.9S2,26.1,6.1,4.14,50,1.27,,62.80282145,383.0972108,0.068128922,,,,,3.085424793,1.13
Mn0.1Fe0.9O5,25.9,5.9,7.3,50,1.27,,1480.299928,8733.769573,0.002965501,,,,,3.098481916,1.16
Mn0.1Fe0.9O6,25.9,5.9,8.76,50,1.27,,6374.111578,37607.25831,0.000688697,,,,,3.098481916,1.16
Co0.1Fe0.9O8,26.1,6.1,11.68,50,1.27,,118184.2351,720923.8339,3.62035E-05,,,,,3.126261631,0.98
FeO6,26,6,8.76,50,1.27,,6374.111578,38244.66947,0.000679833,,,,,3.126261631,1.08
FeO7,26,6,10.22,50,1.27,,27446.66648,164679.9989,0.000157882,,,,,3.127431574,1.16
Mn0.1Fe0.9O4,25.9,5.9,5.84,50,1.27,,343.7793407,2028.29811,0.012769326,,,,,3.128153863,1.07
Mn0.1Fe0.9O7,25.9,5.9,10.22,50,1.27,,27446.66648,161935.3323,0.00015994,,,,,3.129689647,0.92
Co0.1Fe0.9O9,26.1,6.1,13.14,50,1.27,,508896.5331,3104268.852,8.40778E-06,,,,,3.135189709,1.03
Co0.1Fe0.9O10,26.1,6.1,14.6,50,1.27,,2191287.876,13366856.04,1.95259E-06,,,,,3.135189709,1.03
FeO5,26,6,7.3,50,1.27,,1480.299928,8881.799566,0.002927335,,,,,3.135189709,1.12
Mn0.1Fe0.9O8,25.9,5.9,11.68,50,1.27,,118184.2351,697286.9869,3.7144E-05,,,,,3.135189709,1.16
Co0.1Fe0.9O7,26.1,6.1,10.22,50,1.27,,27446.66648,167424.6656,0.000155891,,,,,3.135189709,1.23
Mn0.1Fe0.9S2,25.9,5.9,4.14,50,1.27,,62.80282145,370.5366466,0.069898619,,,,,3.157143065,1.16
Co0.1Fe0.9O4,26.1,6.1,5.84,50,1.27,,343.7793407,2097.053978,0.012446032,,,,,3.157143065,1.16
Mn0.1Fe0.9O9,25.9,5.9,13.14,50,1.27,,508896.5331,3002489.545,8.62617E-06,,,,,3.173895755,1.09
Co0.1Fe0.9O5,26.1,6.1,7.3,50,1.27,,1480.299928,9029.829558,0.00289042,,,,,3.187646863,0.87
FeS2,26,6,4.14,50,1.27,,62.80282145,376.8169287,0.068999023,,,,,3.187646863,1.16
Mn0.1Fe0.9O10,25.9,5.9,14.6,50,1.27,,2191287.876,12928598.47,2.00331E-06,,,,,3.187646863,1.16
FeO4,26,6,5.84,50,1.27,,343.7793407,2062.676044,0.012604985,,,,,3.192110364,1.14
Mn0.2Cd0.8O2,43.4,9,2.92,50,1.27,,18.54128746,166.8715871,0.260080225,,,,,3.205103756,1.02
Cr0.1Os0.9N,70.8,5.8,0.07,50,1.27,,1.072508181,6.220547451,11.38163491,,,,,3.205103756,1.06
Ni0.1Os0.9N,71.2,6.2,0.07,50,1.27,,1.072508181,6.649550724,10.70749032,,,,,3.2126018,1.12
Cr0.2Os0.8N,65.6,5.6,0.07,50,1.27,,1.072508181,6.006045815,10.9223276,,,,,3.218131236,0.99
Co0.2Os0.8N,66.2,6.2,0.07,50,1.27,,1.072508181,6.649550724,9.955559819,,,,,3.218131236,1.2
Ni0.2Os0.8N,66.4,6.4,0.07,50,1.27,,1.072508181,6.86405236,9.673585882,,,,,3.218975088,1.12
OsN,76,6,0.07,50,1.27,,1.072508181,6.435049088,11.81032172,,,,,3.251307846,1.15
Co0.1Os0.9N,71.1,6.1,0.07,50,1.27,,1.072508181,6.542299906,10.8677378,,,,,3.261405076,1.23
Fe0.1Os0.9N,71,6,0.07,50,1.27,,1.072508181,6.435049088,11.03332687,,,,,3.26337837,0.95
Mn0.6V2.4O4,70.2,10.2,5.84,50,1.27,,343.7793407,3506.549275,0.020019682,,,,,3.26337837,1.1
Mn0.3V2.7O5,69.6,9.6,7.3,50,1.27,,1480.299928,14210.8793,0.004897656,,,,,3.26337837,1.11
Mn0.6V2.4O10,70.2,10.2,14.6,50,1.27,,2191287.876,22351136.33,3.14078E-06,,,,,3.26337837,1.39
Mn0.3V2.7O10,69.6,9.6,14.6,50,1.27,,2191287.876,21036363.61,3.30856E-06,,,,,3.284242223,1.05
Mn0.3V2.7O4,69.6,9.6,5.84,50,1.27,,343.7793407,3300.28167,0.021089109,,,,,3.284242223,1.12
Mn0.6V2.4O8,70.2,10.2,11.68,50,1.27,,118184.2351,1205479.198,5.82341E-05,,,,,3.291141891,1.07
Mn0.3V2.7O8,69.6,9.6,11.68,50,1.27,,118184.2351,1134568.657,6.13449E-05,,,,,3.292884503,1.06
Mn0.6V2.4O5,70.2,10.2,7.3,50,1.27,,1480.299928,15099.05926,0.004649296,,,,,3.292884503,1.42
Mn0.6V2.4O7,70.2,10.2,10.22,50,1.27,,27446.66648,279955.9981,0.000250754,,,,,3.304900833,1.13
Mn0.3V2.7O7,69.6,9.6,10.22,50,1.27,,27446.66648,263487.9982,0.000264149,,,,,3.312921552,1.15
Mn0.5Ni0.5O,26.5,6.5,1.46,50,1.27,,4.305959528,27.98873693,0.946809428,,,,,3.318254673,0.97
Ni0.5Mn0.5O,26.5,6.5,1.46,50,1.27,,4.305959528,27.98873693,0.946809428,,,,,3.323147204,1.04
Cr0.5Ru0.5O2,34,5.5,2.92,50,1.27,,18.54128746,101.977081,0.333408249,,,,,3.323147204,1.04
Mn0.5Zn0.5O6,27.5,7.5,8.76,50,1.27,,6374.111578,47805.83683,0.000575244,,,,,3.323147204,1.41
Mn0.5Zn0.5O7,27.5,7.5,10.22,50,1.27,,27446.66648,205849.9986,0.000133592,,,,,3.323147204,1.42
Mn0.5Zn0.5O8,27.5,7.5,11.68,50,1.27,,118184.2351,886381.763,3.1025E-05,,,,,3.328719938,1.01
Mn0.5Zn0.5O4,27.5,7.5,5.84,50,1.27,,343.7793407,2578.345055,0.010665756,,,,,3.353238908,0.93
Mn0.5Zn0.5O5,27.5,7.5,7.3,50,1.27,,1480.299928,11102.24946,0.002476976,,,,,3.353238908,0.95
Mn0.5Zn0.5O10,27.5,7.5,14.6,50,1.27,,2191287.876,16434659.07,1.67329E-06,,,,,3.353238908,0.95
Mn0.5Zn0.5O9,27.5,7.5,13.14,50,1.27,,508896.5331,3816723.998,7.20513E-06,,,,,3.353238908,0.97
Mn0.5Zn0.5S2,27.5,7.5,4.14,50,1.27,,62.80282145,471.0211609,0.058383789,,,,,3.35419595,1.15
Mn0.5Rh0.5O3,35,6.5,4.38,50,1.27,,79.83803341,518.9472171,0.067444239,,,,,3.35419595,1.39
Ni0.2Fe0.8O2,26.4,6.4,2.92,50,1.27,,18.54128746,118.6642397,0.22247646,,,,,3.356617752,1.02
Ni0.1Fe0.9O2,26.2,6.2,2.92,50,1.27,,18.54128746,114.9559823,0.227913324,,,,,3.356617752,1.13
Fe0.2Cd0.8S2,43.6,9.2,4.14,50,1.27,,62.80282145,577.7859573,0.07546047,,,,,3.386061767,1.15
Co0.5Mn0.5S2,26,6,4.14,50,1.27,,62.80282145,376.8169287,0.068999023,,,,,3.386061767,1.18
Mn0.5Co0.5S2,26,6,4.14,50,1.27,,62.80282145,376.8169287,0.068999023,,,,,3.386061767,1.3
Mn0.5Co0.5O10,26,6,14.6,50,1.27,,2191287.876,13147727.25,1.97753E-06,,,,,3.386061767,1.39
Mn0.5Co0.5O9,26,6,13.14,50,1.27,,508896.5331,3053379.199,8.51516E-06,,,,,3.389237179,0.97
Mn0.5Co0.5O8,26,6,11.68,50,1.27,,118184.2351,709105.4104,3.66659E-05,,,,,3.399094566,1.18
Co0.5Mn0.5O9,26,6,13.14,50,1.27,,508896.5331,3053379.199,8.51516E-06,,,,,3.41877734,1.06
Co0.5Mn0.5O4,26,6,5.84,50,1.27,,343.7793407,2062.676044,0.012604985,,,,,3.41877734,1.15
Co0.5Mn0.5O8,26,6,11.68,50,1.27,,118184.2351,709105.4104,3.66659E-05,,,,,3.41877734,1.15
Mn0.5Co0.5O6,26,6,8.76,50,1.27,,6374.111578,38244.66947,0.000679833,,,,,3.41877734,1.22
Mn0.5Co0.5O5,26,6,7.3,50,1.27,,1480.299928,8881.799566,0.002927335,,,,,3.41877734,1.22
Co0.5Mn0.5O5,26,6,7.3,50,1.27,,1480.299928,8881.799566,0.002927335,,,,,3.41877734,1.28
Co0.5Mn0.5O6,26,6,8.76,50,1.27,,6374.111578,38244.66947,0.000679833,,,,,3.426294222,0.9
Co0.5Mn0.5O7,26,6,10.22,50,1.27,,27446.66648,164679.9989,0.000157882,,,,,3.426294222,0.9
Mn0.5Co0.5O4,26,6,5.84,50,1.27,,343.7793407,2062.676044,0.012604985,,,,,3.452377117,1.15
Mn0.5Co0.5O7,26,6,10.22,50,1.27,,27446.66648,164679.9989,0.000157882,,,,,3.452377117,1.27
Co0.5Mn0.5O10,26,6,14.6,50,1.27,,2191287.876,13147727.25,1.97753E-06,,,,,3.464457446,0.97
Co0.5Pd0.5O3,36.5,8.5,4.38,50,1.27,,79.83803341,678.6232839,0.053785363,,,,,3.465679792,1.13
Mn0.5Pd0.5O3,35.5,7.5,4.38,50,1.27,,79.83803341,598.7852505,0.059286697,,,,,3.483544121,1.13
Fe0.5Pd0.5O3,36,8,4.38,50,1.27,,79.83803341,638.7042672,0.056364114,,,,,3.503777131,0.88
Ni0.2Zr1.8O9,77.6,5.2,13.14,50,1.27,,508896.5331,2646261.972,2.93244E-05,,,,,3.522376653,1.12
Ni0.2Zr1.8O5,77.6,5.2,7.3,50,1.27,,1480.299928,7697.559623,0.010081117,,,,,3.522376653,1.15
Ni0.2Zr1.8O3,77.6,5.2,4.38,50,1.27,,79.83803341,415.1577737,0.18691689,,,,,3.522376653,1.15
Ni0.2Zr1.8O7,77.6,5.2,10.22,50,1.27,,27446.66648,142722.6657,0.000543712,,,,,3.522376653,1.38
Nb2O9,82,8,13.14,50,1.27,,508896.5331,4071172.265,2.01416E-05,,,,,3.529776604,0.81
Nb2O7,82,8,10.22,50,1.27,,27446.66648,219573.3319,0.000373452,,,,,3.529776604,1.15
Nb2O5,82,8,7.3,50,1.27,,1480.299928,11842.39942,0.006924272,,,,,3.544306652,0.86
Nb2O3,82,8,4.38,50,1.27,,79.83803341,638.7042672,0.128384926,,,,,3.544306652,0.86
Fe0.2Nb1.8O5,79,8.4,7.3,50,1.27,,1480.299928,12434.51939,0.006353281,,,,,3.544306652,0.92
Cr0.2Nb1.8O9,78.6,8,13.14,50,1.27,,508896.5331,4071172.265,1.93065E-05,,,,,3.544306652,0.92
Cr0.2Nb1.8O3,78.6,8,4.38,50,1.27,,79.83803341,638.7042672,0.123061648,,,,,3.549897342,1.01
Cr0.4Nb1.6O3,75.2,8,4.38,50,1.27,,79.83803341,638.7042672,0.117738371,,,,,3.549897342,1.18
Fe0.2Nb1.8O9,79,8.4,13.14,50,1.27,,508896.5331,4274730.878,1.84807E-05,,,,,3.558855284,1.13
Cr0.4Nb1.6O7,75.2,8,10.22,50,1.27,,27446.66648,219573.3319,0.000342482,,,,,3.558855284,1.18
Cr0.2Nb1.8O5,78.6,8,7.3,50,1.27,,1480.299928,11842.39942,0.006637168,,,,,3.560956213,1.09
Cr0.4Nb1.6O5,75.2,8,7.3,50,1.27,,1480.299928,11842.39942,0.006350064,,,,,3.560956213,1.13
Fe0.2Nb1.8O7,79,8.4,10.22,50,1.27,,27446.66648,230551.9985,0.000342656,,,,,3.574028301,0.8
Cr0.2Nb1.8O7,78.6,8,10.22,50,1.27,,27446.66648,219573.3319,0.000357967,,,,,3.586102721,0.95
Cr0.4Nb1.6O9,75.2,8,13.14,50,1.27,,508896.5331,4071172.265,1.84713E-05,,,,,3.586102721,0.93
Fe0.2Nb1.8O3,79,8.4,4.38,50,1.27,,79.83803341,670.6394806,0.117798016,,,,,3.595017533,1.13
FeO,26,6,1.46,50,1.27,,4.305959528,25.83575717,1.00635719,,,,,3.596376162,1.09
Mn0.1Fe0.9O,25.9,5.9,1.46,50,1.27,,4.305959528,25.40516122,1.019477884,,,,,3.596376162,1.09
Co0.1Fe0.9O,26.1,6.1,1.46,50,1.27,,4.305959528,26.26635312,0.993666684,,,,,3.596376162,1.11
Ni0.6Co2.4O7,81.6,21.6,10.22,50,1.27,,27446.66648,592847.9961,0.000137641,,,,,3.596376162,1.13
Ni0.6Co2.4O5,81.6,21.6,7.3,50,1.27,,1480.299928,31974.47844,0.002552035,,,,,3.596376162,1.13
Ni0.6Co2.4O8,81.6,21.6,11.68,50,1.27,,118184.2351,2552779.477,3.19652E-05,,,,,3.596376162,1.13
Ni0.6Co2.4O10,81.6,21.6,14.6,50,1.27,,2191287.876,47331818.11,1.724E-06,,,,,3.596376162,1.32
Ni0.4Sc1.6N,44.8,4.8,0.07,50,1.27,,1.072508181,5.14803927,8.702342319,,,,,3.596376162,1.32
Mn0.4Ti1.6O3,45.2,5.2,4.38,50,1.27,,79.83803341,415.1577737,0.108874271,,,,,3.622325981,0.8
Ni0.5Cd0.5O3,38,9,4.38,50,1.27,,79.83803341,718.5423006,0.052884848,,,,,3.634984602,1.13
Mn0.5Rh0.5O2,35,6.5,2.92,50,1.27,,18.54128746,120.5183685,0.290412162,,,,,3.634984602,1.14
Fe0.5Nb0.5S2,33.5,5,4.14,50,1.27,,62.80282145,314.0141072,0.106683105,,,,,3.662999424,1.23
Fe0.5Nb0.5O4,33.5,5,5.84,50,1.27,,343.7793407,1718.896703,0.019489246,,,,,3.670623661,0.61
Fe0.5Nb0.5O9,33.5,5,13.14,50,1.27,,508896.5331,2544482.665,1.31657E-05,,,,,3.67373964,0.86
Fe0.5Nb0.5O10,33.5,5,14.6,50,1.27,,2191287.876,10956439.38,3.05756E-06,,,,,3.67373964,0.83
Fe0.5Nb0.5O5,33.5,5,7.3,50,1.27,,1480.299928,7401.499638,0.00452611,,,,,3.674728584,1.13
Fe0.5Nb0.5O6,33.5,5,8.76,50,1.27,,6374.111578,31870.55789,0.001051127,,,,,3.674728584,1.13
Fe0.5Nb0.5O7,33.5,5,10.22,50,1.27,,27446.66648,137233.3324,0.00024411,,,,,3.674728584,1.23
Fe0.5Nb0.5O8,33.5,5,11.68,50,1.27,,118184.2351,590921.1753,5.66911E-05,,,,,3.674728584,1.25
Ni0.1Pd0.9O3,44.2,9.8,4.38,50,1.27,,79.83803341,782.4127274,0.056491924,,,,,3.715658954,0.9
PdO3,46,10,4.38,50,1.27,,79.83803341,798.3803341,0.05761665,,,,,3.715658954,1.13
Co0.1Pd0.9O3,44.1,9.7,4.38,50,1.27,,79.83803341,774.428924,0.056945187,,,,,3.715780396,1.01
Fe0.1Pd0.9O3,44,9.6,4.38,50,1.27,,79.83803341,766.4451207,0.057407894,,,,,3.715780396,1.16
Cr0.1Pd0.9O3,43.8,9.4,4.38,50,1.27,,79.83803341,750.477514,0.058362841,,,,,3.715780396,1.17
Cr0.2Pd0.8O3,41.6,8.8,4.38,50,1.27,,79.83803341,702.574694,0.059210786,,,,,3.719713106,0.83
Fe0.2Pd0.8O3,42,9.2,4.38,50,1.27,,79.83803341,734.5099073,0.057180985,,,,,3.73312654,0.54
Mn0.2Pd0.8O3,41.8,9,4.38,50,1.27,,79.83803341,718.5423006,0.058173332,,,,,3.735133419,1.13
Mn0.1Pd0.9O3,43.9,9.5,4.38,50,1.27,,79.83803341,758.4613173,0.057880341,,,,,3.742784614,1.23
Co0.2Pd0.8O3,42.2,9.4,4.38,50,1.27,,79.83803341,750.477514,0.056230865,,,,,3.757829638,1.13
Mn0.2Fe0.8O,25.8,5.8,1.46,50,1.27,,4.305959528,24.97456526,1.033051015,,,,,3.757829638,1.32
Ni0.5Mn0.5N,26.5,6.5,0.07,50,1.27,,1.072508181,6.971303178,3.801297881,,,,,3.762227651,1.09
Mn0.5Ni0.5N,26.5,6.5,0.07,50,1.27,,1.072508181,6.971303178,3.801297881,,,,,3.76721902,0.83
Mn0.5Pd0.5O2,35.5,7.5,2.92,50,1.27,,18.54128746,139.0596559,0.25528612,,,,,3.76721902,0.83
Co0.5Pd0.5O2,36.5,8.5,2.92,50,1.27,,18.54128746,157.6009434,0.231597598,,,,,3.76721902,0.83
Fe0.5Pd0.5O2,36,8,2.92,50,1.27,,18.54128746,148.3302997,0.242701593,,,,,3.76721902,1.07
Mn0.2Cd0.8S2,43.4,9,4.14,50,1.27,,62.80282145,565.225393,0.076783528,,,,,3.76721902,1.07
Fe0.2Zr1.8O3,77.2,4.8,4.38,50,1.27,,79.83803341,383.2225603,0.201449518,,,,,3.78426526,0.8
Co0.4Y1.6O3,73.2,4.4,4.38,50,1.27,,79.83803341,351.287347,0.208376421,,,,,3.801297881,1.09
Ni0.2Y1.8O3,75.8,3.4,4.38,50,1.27,,79.83803341,271.4493136,0.279241819,,,,,3.801297881,1.09
Ni0.4Y1.6O3,73.6,4.8,4.38,50,1.27,,79.83803341,383.2225603,0.192055499,,,,,3.801297881,1.24
Cr0.2Zr1.8O3,76.8,4.4,4.38,50,1.27,,79.83803341,351.287347,0.218624441,,,,,3.801297881,1.24
Cr0.4Zr1.6O3,73.6,4.8,4.38,50,1.27,,79.83803341,383.2225603,0.192055499,,,,,3.801297881,1.27
Mn0.2Zr1.8O3,77,4.6,4.38,50,1.27,,79.83803341,367.2549537,0.209663612,,,,,3.801297881,1.27
Co0.2Zr1.8O3,77.4,5,4.38,50,1.27,,79.83803341,399.190167,0.193892551,,,,,3.801297881,1.29
Zr2O3,80,4,4.38,50,1.27,,79.83803341,319.3521336,0.250507172,,,,,3.801297881,1.29
Cr0.4Y1.6O3,72,3.2,4.38,50,1.27,,79.83803341,255.4817069,0.281820569,,,,,3.80510204,1.03
Ni0.5Co0.5O3,27.5,7.5,4.38,50,1.27,,79.83803341,598.7852505,0.045926315,,,,,3.808674906,1.09
Co0.5Ni0.5O3,27.5,7.5,4.38,50,1.27,,79.83803341,598.7852505,0.045926315,,,,,3.816335305,0.83
MnNiO3,53,13,4.38,50,1.28,,79.83803341,1037.894434,0.051064924,,,,,3.826369098,1.23
NiMnO3,53,13,4.38,50,1.28,,79.83803341,1037.894434,0.051064924,,,,,3.833174593,1.04
NiMnO5,53,13,7.3,50,1.28,,1480.299928,19243.89906,0.00275412,,,,,3.833174593,1.25
MnNiO9,53,13,13.14,50,1.28,,508896.5331,6615654.93,8.0113E-06,,,,,3.83540398,0.59
MnNiO7,53,13,10.22,50,1.28,,27446.66648,356806.6643,0.00014854,,,,,3.83966554,0.48
NiMnO7,53,13,10.22,50,1.28,,27446.66648,356806.6643,0.00014854,,,,,3.846124507,1.07
NiMnO9,53,13,13.14,50,1.28,,508896.5331,6615654.93,8.0113E-06,,,,,3.846124507,1.09
MnNiO5,53,13,7.3,50,1.28,,1480.299928,19243.89906,0.00275412,,,,,3.846124507,1.13
Mn0.2Co0.8O3,26.6,6.6,4.38,50,1.28,,79.83803341,526.9310205,0.050480991,,,,,3.846124507,1.3
Cr0.2Fe0.8O3,25.6,5.6,4.38,50,1.28,,79.83803341,447.0929871,0.057258782,,,,,3.863567116,1.09
Mn0.5Zn0.5N,27.5,7.5,0.07,50,1.28,,1.072508181,8.043811359,3.41877734,,,,,3.867145254,0.83
Fe0.2Ru0.8N,40.4,6.8,0.07,50,1.28,,1.072508181,7.293055633,5.539516224,,,,,3.867145254,0.83
Cr0.5Ru0.5O6,34,5.5,8.76,50,1.28,,6374.111578,35057.61368,0.000969832,,,,,3.88497425,0.98
Cr0.5Ru0.5O5,34,5.5,7.3,50,1.28,,1480.299928,8141.649602,0.004176058,,,,,3.88497425,1.2
Cr0.5Ru0.5O8,34,5.5,11.68,50,1.28,,118184.2351,650013.2929,5.23066E-05,,,,,3.887433294,1.13
Cr0.5Ru0.5O9,34,5.5,13.14,50,1.28,,508896.5331,2798930.932,1.21475E-05,,,,,3.899124823,1.16
Cr0.5Ru0.5O10,34,5.5,14.6,50,1.28,,2191287.876,12052083.32,2.82109E-06,,,,,3.902863567,0.48
Cr0.5Ru0.5S2,34,5.5,4.14,50,1.28,,62.80282145,345.415518,0.098432173,,,,,3.912112059,0.74
Cr0.5Ru0.5O4,34,5.5,5.84,50,1.28,,343.7793407,1890.786374,0.017981936,,,,,3.912112059,0.52
Cr0.5Ru0.5O7,34,5.5,10.22,50,1.28,,27446.66648,150956.6657,0.00022523,,,,,3.914030874,1.23
Ni0.5Cd0.5O2,38,9,2.92,50,1.28,,18.54128746,166.8715871,0.227720013,,,,,3.920983062,0.48
Cr0.2Ni0.8O10,27.2,7.2,14.6,50,1.28,,2191287.876,15777272.7,1.724E-06,,,,,3.936773906,1.02
Cr0.2Ni0.8S2,27.2,7.2,4.14,50,1.28,,62.80282145,452.1803144,0.060152995,,,,,3.936773906,1.23
Cr0.2Ni0.8O8,27.2,7.2,11.68,50,1.28,,118184.2351,850926.4925,3.19652E-05,,,,,3.94011582,1.06
Cr0.2Ni0.8O9,27.2,7.2,13.14,50,1.28,,508896.5331,3664055.038,7.42347E-06,,,,,3.94011582,1.06
Cr0.2Ni0.8O7,27.2,7.2,10.22,50,1.28,,27446.66648,197615.9987,0.000137641,,,,,3.94011582,1.3
Cr0.2Ni0.8O4,27.2,7.2,5.84,50,1.28,,343.7793407,2475.211253,0.010988961,,,,,3.94011582,1.3
Cr0.2Ni0.8O5,27.2,7.2,7.3,50,1.28,,1480.299928,10658.15948,0.002552035,,,,,3.952443111,0.48
Cr0.2Ni0.8O6,27.2,7.2,8.76,50,1.28,,6374.111578,45893.60336,0.000592675,,,,,3.966446949,0.61
Cr0.2Ni0.8O3,27.2,7.2,4.38,50,1.28,,79.83803341,574.8338405,0.047318021,,,,,3.966446949,0.8
Ni0.1Fe0.9O4,26.2,6.2,5.84,50,1.28,,343.7793407,2131.431912,0.012292206,,,,,3.968809336,0.48
Ni0.2Fe0.8O4,26.4,6.4,5.84,50,1.28,,343.7793407,2200.18778,0.011998976,,,,,3.974209076,1.01
Ni0.2Fe0.8O5,26.4,6.4,7.3,50,1.28,,1480.299928,9473.919537,0.002786597,,,,,3.974209076,0.83
Ni0.1Fe0.9O6,26.2,6.2,8.76,50,1.28,,6374.111578,39519.49178,0.000662964,,,,,3.976851502,0.74
Ni0.2Fe0.8O6,26.4,6.4,8.76,50,1.28,,6374.111578,40794.3141,0.000647149,,,,,3.984558579,0.48
Ni0.1Fe0.9S2,26.2,6.2,4.14,50,1.28,,62.80282145,389.377493,0.067286889,,,,,3.984558579,0.49
Ni0.1Fe0.9O7,26.2,6.2,10.22,50,1.28,,27446.66648,170169.3322,0.000153964,,,,,3.989422738,1.06
Ni0.2Fe0.8O7,26.4,6.4,10.22,50,1.28,,27446.66648,175658.6655,0.000150291,,,,,3.989422738,1.28
Ni0.1Fe0.9O8,26.2,6.2,11.68,50,1.28,,118184.2351,732742.2574,3.57561E-05,,,,,3.999047883,0.48
Ni0.2Fe0.8O8,26.4,6.4,11.68,50,1.28,,118184.2351,756379.1044,3.49031E-05,,,,,4.000822083,0.74
Ni0.1Fe0.9O5,26.2,6.2,7.3,50,1.28,,1480.299928,9177.859551,0.002854696,,,,,4.003808756,1.02
Ni0.1Fe0.9O9,26.2,6.2,13.14,50,1.28,,508896.5331,3155158.505,8.30386E-06,,,,,4.003808756,1.21
Ni0.2Fe0.8O9,26.4,6.4,13.14,50,1.28,,508896.5331,3256937.812,8.10577E-06,,,,,4.006075739,1.23
Ni0.2Fe0.8O10,26.4,6.4,14.6,50,1.28,,2191287.876,14024242.4,1.88245E-06,,,,,4.017350161,0.48
Ni0.1Fe0.9O10,26.2,6.2,14.6,50,1.28,,2191287.876,13585984.83,1.92846E-06,,,,,4.020781839,0.53
Ni0.2Fe0.8S2,26.4,6.4,4.14,50,1.28,,62.80282145,401.9380573,0.065681762,,,,,4.03066091,0.83
Co0.2Fe0.8O3,26.2,6.2,4.38,50,1.28,,79.83803341,494.9958071,0.052929741,,,,,4.03066091,0.83
Fe0.5Ni0.5O3,27,7,4.38,50,1.28,,79.83803341,558.8662338,0.048312098,,,,,4.03066091,0.92
Ni0.5Fe0.5O3,27,7,4.38,50,1.28,,79.83803341,558.8662338,0.048312098,,,,,4.03066091,0.92
Ni0.6Co2.4O4,81.6,21.6,5.84,50,1.28,,343.7793407,7425.633758,0.010988961,,,,,4.03066091,1.07
Co0.5Ni0.5O2,27.5,7.5,2.92,50,1.28,,18.54128746,139.0596559,0.197756853,,,,,4.033105216,0.74
Ni0.5Co0.5O2,27.5,7.5,2.92,50,1.28,,18.54128746,139.0596559,0.197756853,,,,,4.037686027,0.46
Cr0.2Fe0.8O2,25.6,5.6,2.92,50,1.28,,18.54128746,103.8312098,0.246553999,,,,,4.04037322,1.06
Mn0.2Co0.8O2,26.6,6.6,2.92,50,1.28,,18.54128746,122.3724972,0.217369103,,,,,4.04037322,1.07
Mn0.5Rh0.5O7,35,6.5,10.22,50,1.28,,27446.66648,178403.3321,0.000196185,,,,,4.04037322,1.07
Mn0.5Rh0.5O10,35,6.5,14.6,50,1.28,,2191287.876,14243371.19,2.45728E-06,,,,,4.04037322,1.09
Mn0.5Rh0.5O4,35,6.5,5.84,50,1.28,,343.7793407,2234.565714,0.015662999,,,,,4.04037322,1.09
Mn0.5Rh0.5O8,35,6.5,11.68,50,1.28,,118184.2351,768197.5279,4.55612E-05,,,,,4.04037322,1.15
Mn0.5Rh0.5O9,35,6.5,13.14,50,1.28,,508896.5331,3307827.465,1.0581E-05,,,,,4.04037322,1.15
Mn0.5Rh0.5O6,35,6.5,8.76,50,1.28,,6374.111578,41431.72526,0.000844763,,,,,4.04037322,1.28
Mn0.5Rh0.5O5,35,6.5,7.3,50,1.28,,1480.299928,9621.949529,0.003637516,,,,,4.04037322,1.3
Mn0.5Rh0.5S2,35,6.5,4.14,50,1.28,,62.80282145,408.2183394,0.085738431,,,,,4.04037322,1.3
Mn0.1Os0.9N,70.9,5.9,0.07,50,1.28,,1.072508181,6.327798269,11.20452912,,,,,4.044405704,0.74
Fe0.5Co0.5O,26.5,6.5,1.46,50,1.28,,4.305959528,27.98873693,0.946809428,,,,,4.050839437,0.47
Co0.5Fe0.5O,26.5,6.5,1.46,50,1.28,,4.305959528,27.98873693,0.946809428,,,,,4.050839437,0.48
Mn0.5Pd0.5O7,35.5,7.5,10.22,50,1.28,,27446.66648,205849.9986,0.000172456,,,,,4.053578613,1.13
